PMGeneID	GalgalGeneID	GeneName	QueryLength	NumberOfMatches	AlignmentScore	Strand	GalgalProteinID
PMZ_0026640	ENSGALG00000000505	KCNH6	518	468	90.34749035	+	ENSGALP00000030828
PMZ_0002100	ENSGALG00000008470	WDR12	227	166	73.1277533	+	ENSGALP00000013788
PMZ_0002102	ENSGALG00000008738		153	117	76.47058824	+	ENSGALP00000014204
PMZ_0002103	ENSGALG00000000538		196	160	81.63265306	+	ENSGALP00000000742
PMZ_0016342	ENSGALG00000000581	DDX42	570	463	81.22807018	+	ENSGALP00000000810
PMZ_0012832	ENSGALG00000000625	MAPT	144	111	77.08333333	+	ENSGALP00000055662
PMZ_0043559	ENSGALG00000005448	MYL3	94	74	78.72340426	+	ENSGALP00000008730
PMZ_0002005	ENSGALG00000007254	ARHGAP12	189	137	72.48677249	+	ENSGALP00000011728
PMZ_0030249	ENSGALG00000007667	GPR158	158	122	77.21518987	+	ENSGALP00000012415
PMZ_0015400	ENSGALG00000031332	NPEPPS	425	358	84.23529412	+	ENSGALP00000053266
PMZ_0004411	ENSGALG00000036962	KPNB1	741	645	87.04453441	+	ENSGALP00000046659
PMZ_0033861	ENSGALG00000007766	KIAA1217	87	54	62.06896552	+	ENSGALP00000012584
PMZ_0002795	ENSGALG00000012187		293	248	84.64163823	+	ENSGALP00000019871
PMZ_0046038	ENSGALG00000038222	BPTF	18	18	100	+	ENSGALP00000058348
PMZ_0029129	ENSGALG00000012190	TMEM163	158	125	79.11392405	+	ENSGALP00000019876
PMZ_0040354	ENSGALG00000012197	ACMSD	166	116	69.87951807	+	ENSGALP00000019890
PMZ_0045832	ENSGALG00000033877		87	72	82.75862069	+	ENSGALP00000053854
PMZ_0033336	ENSGALG00000006525	NCAPG2	124	85	68.5483871	+	ENSGALP00000010530
PMZ_0048127	ENSGALG00000011172		419	320	76.37231504	+	ENSGALP00000018192
PMZ_0040283	ENSGALG00000003966	RPL23A	38	34	89.47368421	+	ENSGALP00000006308
PMZ_0029124	ENSGALG00000019824		139	86	61.8705036	+	ENSGALP00000030861
PMZ_0028916	ENSGALG00000029247	SMARCD1	368	339	92.11956522	+	ENSGALP00000045740
PMZ_0002571	ENSGALG00000011649	ATG9A	405	293	72.34567901	+	ENSGALP00000019015
PMZ_0002572	ENSGALG00000031243	ABCB8	256	199	77.734375	+	ENSGALP00000047111
PMZ_0002576	ENSGALG00000011497	PECR	189	140	74.07407407	+	ENSGALP00000018712
PMZ_0002577	ENSGALG00000011493	TMEM169	121	82	67.76859504	+	ENSGALP00000037344
PMZ_0040334	ENSGALG00000026460		20	18	90	+	ENSGALP00000041463
PMZ_0003622	ENSGALG00000039139	TNS3	102	84	82.35294118	+	ENSGALP00000061905
PMZ_0003389	ENSGALG00000012260	LCT	886	593	66.93002257	+	ENSGALP00000020127
PMZ_0028056	ENSGALG00000037214		30	20	66.66666667	+	ENSGALP00000051391
PMZ_0019068	ENSGALG00000012357	CXCR4	69	43	62.31884058	+	ENSGALP00000020157
PMZ_0029300	ENSGALG00000030629		51	32	62.74509804	+	ENSGALP00000064084
PMZ_0040302	ENSGALG00000034955	DCTN2	21	18	85.71428571	+	ENSGALP00000052278
PMZ_0036890	ENSGALG00000012462	KIF5C	103	98	95.14563107	+	ENSGALP00000020339
PMZ_0016399	ENSGALG00000002988	PHGDH	266	195	73.30827068	+	ENSGALP00000004720
PMZ_0006548	ENSGALG00000038041	PHF14	422	338	80.09478673	+	ENSGALP00000047295
PMZ_0006147	ENSGALG00000008862	DNAJC10	680	536	78.82352941	+	ENSGALP00000014379
PMZ_0006148	ENSGALG00000031997	SFRP4	123	90	73.17073171	+	ENSGALP00000046731
PMZ_0040249	ENSGALG00000042063	EPDR1	75	57	76	+	ENSGALP00000050293
PMZ_0010340	ENSGALG00000002750	NCKAP1	982	784	79.83706721	+	ENSGALP00000004335
PMZ_0016388	ENSGALG00000043268	DUSP19	52	36	69.23076923	+	ENSGALP00000050121
PMZ_0040253	ENSGALG00000041857	ZC3H15	312	248	79.48717949	+	ENSGALP00000054065
PMZ_0013823	ENSGALG00000041556	GPATCH8	114	90	78.94736842	+	ENSGALP00000053384
PMZ_0037405	ENSGALG00000008997	STEAP4	92	58	63.04347826	+	ENSGALP00000014618
PMZ_0006292	ENSGALG00000034011	PMS1	40	33	82.5	+	ENSGALP00000045614
PMZ_0018442	ENSGALG00000009676	METTL5	88	68	77.27272727	+	ENSGALP00000015733
PMZ_0002350	ENSGALG00000011434	SLC11A1	249	187	75.10040161	+	ENSGALP00000018625
PMZ_0002348	ENSGALG00000030775	RP4-613B23.5	78	52	66.66666667	+	ENSGALP00000051638
PMZ_0026220	ENSGALG00000033515	STK11IP	102	64	62.74509804	+	ENSGALP00000043632
PMZ_0040308	ENSGALG00000026578		23	20	86.95652174	+	ENSGALP00000040931
PMZ_0002356	ENSGALG00000011242	OBSL1	69	46	66.66666667	+	ENSGALP00000018315
PMZ_0026222	ENSGALG00000045212	PLCD3	226	171	75.66371681	+	ENSGALP00000061013
PMZ_0026223	ENSGALG00000030899		295	242	82.03389831	+	ENSGALP00000045426
PMZ_0014896	ENSGALG00000005292	KLHL40	554	436	78.70036101	+	ENSGALP00000008470
PMZ_0028691	ENSGALG00000029899	GNG11	44	26	59.09090909	+	ENSGALP00000048466
PMZ_0029552	ENSGALG00000035584	COL3A1	160	114	71.25	+	ENSGALP00000045430
PMZ_0021610	ENSGALG00000038089	EGFR	44	32	72.72727273	+	ENSGALP00000045732
PMZ_0026155	ENSGALG00000032672	KRT5	316	196	62.02531646	+	ENSGALP00000055510
PMZ_0003366	ENSGALG00000011452	ARPC2	279	243	87.09677419	+	ENSGALP00000018652
PMZ_0040321	ENSGALG00000034461	TOPBP1	192	129	67.1875	+	ENSGALP00000047284
PMZ_0003374	ENSGALG00000030712		753	615	81.67330677	+	ENSGALP00000052906
PMZ_0040320	ENSGALG00000003136	IKZF2	81	73	90.12345679	+	ENSGALP00000039156
PMZ_0031224	ENSGALG00000028770	INHBB	133	105	78.94736842	+	ENSGALP00000042014
PMZ_0040276	ENSGALG00000011355	Wnt10a	54	44	81.48148148	+	ENSGALP00000018503
PMZ_0040277	ENSGALG00000001079	WNT3	131	107	81.67938931	+	ENSGALP00000001613
PMZ_0001869	ENSGALG00000000685	MAP3K14	57	34	59.64912281	+	ENSGALP00000039949
PMZ_0027371	ENSGALG00000031971		319	223	69.90595611	+	ENSGALP00000056366
PMZ_0032750	ENSGALG00000008557	ARL5B	167	151	90.41916168	+	ENSGALP00000013923
PMZ_0040345	ENSGALG00000032307	DDX23	480	425	88.54166667	+	ENSGALP00000056569
PMZ_0034181	ENSGALG00000039299	LASP1	53	40	75.47169811	+	ENSGALP00000049970
PMZ_0000185	ENSGALG00000012481	TNFAIP6	115	68	59.13043478	+	ENSGALP00000020364
PMZ_0040347	ENSGALG00000001634		136	135	99.26470588	+	ENSGALP00000050997
PMZ_0033438	ENSGALG00000001610	PIP4K2B	171	126	73.68421053	+	ENSGALP00000056858
PMZ_0040348	ENSGALG00000001597	PSMB3	106	85	80.18867925	+	ENSGALP00000002420
PMZ_0040343	ENSGALG00000037941	ZC3H10	117	72	61.53846154	+	ENSGALP00000052876
PMZ_0032252	ENSGALG00000012113	C2orf76	113	79	69.91150442	+	ENSGALP00000032302
PMZ_0048130	ENSGALG00000011068	COBLL1	55	34	61.81818182	+	ENSGALP00000017999
PMZ_0021605	ENSGALG00000013102	COBL	42	25	59.52380952	+	ENSGALP00000021359
PMZ_0046043	ENSGALG00000030985	MYH7B	298	196	65.77181208	+	ENSGALP00000045959
PMZ_0030717	ENSGALG00000028612		329	283	86.01823708	+	ENSGALP00000048313
PMZ_0040318	ENSGALG00000013100	GRB10	31	22	70.96774194	+	ENSGALP00000021356
PMZ_0002095	ENSGALG00000020703	GRB14	409	300	73.34963325	+	ENSGALP00000043709
PMZ_0040246	ENSGALG00000032250	COQ10A	155	120	77.41935484	+	ENSGALP00000046413
PMZ_0006229	ENSGALG00000012448	ORC4	121	96	79.33884298	+	ENSGALP00000064547
PMZ_0012718	ENSGALG00000006158	ACVR2B	133	96	72.18045113	+	ENSGALP00000009931
PMZ_0006228	ENSGALG00000006173	XYLB	417	284	68.10551559	+	ENSGALP00000053469
PMZ_0001878	ENSGALG00000010956	TTC21B	1238	878	70.92084006	+	ENSGALP00000048247
PMZ_0001879	ENSGALG00000037327	DCAF17	38	25	65.78947368	+	ENSGALP00000048826
PMZ_0040640	ENSGALG00000012570	TANC1	1109	880	79.35076646	+	ENSGALP00000020498
PMZ_0001882	ENSGALG00000012574	WDSUB1	147	103	70.06802721	+	ENSGALP00000058810
PMZ_0040279	ENSGALG00000012579	BAZ2B	147	116	78.91156463	+	ENSGALP00000020513
PMZ_0001883	ENSGALG00000012579	BAZ2B	317	233	73.50157729	+	ENSGALP00000043762
PMZ_0001885	ENSGALG00000012584	MAR7	86	55	63.95348837	+	ENSGALP00000020518
PMZ_0026115	ENSGALG00000006112		1768	1575	89.08371041	+	ENSGALP00000030644
PMZ_0007807	ENSGALG00000012075	DTX3L	92	65	70.65217391	+	ENSGALP00000019701
PMZ_0011081	ENSGALG00000002832	IFI35	35	25	71.42857143	+	ENSGALP00000004461
PMZ_0011079	ENSGALG00000026313	RND3	119	85	71.42857143	+	ENSGALP00000041755
PMZ_0046581	ENSGALG00000012072		121	84	69.4214876	+	ENSGALP00000019695
PMZ_0040296	ENSGALG00000036837	PTGES3	121	82	67.76859504	+	ENSGALP00000058352
PMZ_0040297	ENSGALG00000012382		116	80	68.96551724	+	ENSGALP00000020189
PMZ_0006547	ENSGALG00000005046	SHMT1	382	299	78.27225131	+	ENSGALP00000056350
PMZ_0036957	ENSGALG00000017395		101	81	80.1980198	+	ENSGALP00000037557
PMZ_0033701	ENSGALG00000041267	BMI1	137	123	89.7810219	+	ENSGALP00000047015
PMZ_0029171	ENSGALG00000043576		31	24	77.41935484	+	ENSGALP00000044540
PMZ_0040314	ENSGALG00000041973	PRIM1	352	275	78.125	+	ENSGALP00000046264
PMZ_0040315	ENSGALG00000021031	ACKR3	59	47	79.66101695	+	ENSGALP00000042614
PMZ_0002092	ENSGALG00000013149	MOCOS	125	96	76.8	+	ENSGALP00000021432
PMZ_0004779	ENSGALG00000012525	FMNL2	971	818	84.2430484	+	ENSGALP00000048111
PMZ_0004784	ENSGALG00000012045	SLC12A8	78	64	82.05128205	+	ENSGALP00000019644
PMZ_0040329	ENSGALG00000027513	HOXD9	62	57	91.93548387	+	ENSGALP00000029264
PMZ_0030792	ENSGALG00000025929	HOXA5	95	84	88.42105263	+	ENSGALP00000043005
PMZ_0031814	ENSGALG00000043219		87	78	89.65517241	+	ENSGALP00000050233
PMZ_0031813	ENSGALG00000040521	HOXA2	68	66	97.05882353	+	ENSGALP00000044883
PMZ_0040331	ENSGALG00000009264	MTX2	95	79	83.15789474	+	ENSGALP00000043790
PMZ_0018562	ENSGALG00000009286	ATP5G3	87	84	96.55172414	+	ENSGALP00000015090
PMZ_0011614	ENSGALG00000045511	PARP9	32	23	71.875	+	ENSGALP00000060039
PMZ_0003688	ENSGALG00000011402	CNOT9	186	179	96.23655914	+	ENSGALP00000056889
PMZ_0009778	ENSGALG00000026687	PLCD4	340	234	68.82352941	+	ENSGALP00000043203
PMZ_0029913	ENSGALG00000006273	MYLK2	43	25	58.13953488	+	ENSGALP00000010124
PMZ_0002740	ENSGALG00000005336	GUK1	168	121	72.02380952	+	ENSGALP00000008546
PMZ_0040289	ENSGALG00000005710	CTDSPL	117	105	89.74358974	+	ENSGALP00000009144
PMZ_0040286	ENSGALG00000042584	MAR11	148	114	77.02702703	+	ENSGALP00000056918
PMZ_0028248	ENSGALG00000005657	CRHR2	175	147	84	+	ENSGALP00000009064
PMZ_0009910	ENSGALG00000008704	CUBN	191	131	68.58638743	+	ENSGALP00000014150
PMZ_0040342	ENSGALG00000043798		169	143	84.61538462	+	ENSGALP00000053807
PMZ_0032253	ENSGALG00000012117	STEAP3	186	121	65.05376344	+	ENSGALP00000019763
PMZ_0040325	ENSGALG00000043694	RAPGEF4	671	578	86.14008942	+	ENSGALP00000044477
PMZ_0009388	ENSGALG00000031796	SP3	124	103	83.06451613	+	ENSGALP00000046340
PMZ_0043499	ENSGALG00000043079	SP9	60	41	68.33333333	+	ENSGALP00000044053
PMZ_0040326	ENSGALG00000009301	CHRNA1	167	133	79.64071856	+	ENSGALP00000015122
PMZ_0040327	ENSGALG00000009293	CHN1	272	239	87.86764706	+	ENSGALP00000015103
PMZ_0003379	ENSGALG00000034007	ITGA6	222	155	69.81981982	+	ENSGALP00000056234
PMZ_0040323	ENSGALG00000038773		73	63	86.30136986	+	ENSGALP00000045803
PMZ_0040336	ENSGALG00000031222	SPRYD3	93	61	65.59139785	+	ENSGALP00000057548
PMZ_0026862	ENSGALG00000015224	AK9	53	37	69.81132075	+	ENSGALP00000024522
PMZ_0040340	ENSGALG00000032051	CYB561A3	81	47	58.02469136	+	ENSGALP00000046253
PMZ_0040341	ENSGALG00000030703	CYBRD1	85	53	62.35294118	+	ENSGALP00000050119
PMZ_0033598	ENSGALG00000040672	IGFBP4	57	39	68.42105263	+	ENSGALP00000047488
PMZ_0019958	ENSGALG00000020575	ERMN	29	24	82.75862069	+	ENSGALP00000061533
PMZ_0026346	ENSGALG00000012537	KCNJ3	343	300	87.46355685	+	ENSGALP00000020449
PMZ_0040282	ENSGALG00000012543	GPD2	567	452	79.71781305	+	ENSGALP00000020459
PMZ_0011789	ENSGALG00000041432	STUB1	121	90	74.38016529	+	ENSGALP00000057641
PMZ_0047443	ENSGALG00000041814		37	28	75.67567568	+	ENSGALP00000050915
PMZ_0036844	ENSGALG00000003979	NEK8	96	69	71.875	+	ENSGALP00000006330
PMZ_0027038	ENSGALG00000035748	KAT5	284	251	88.38028169	+	ENSGALP00000045538
PMZ_0037553	ENSGALG00000038856		100	85	85	+	ENSGALP00000047920
PMZ_0032921	ENSGALG00000027907	NR2F1	61	59	96.72131148	+	ENSGALP00000033285
PMZ_0030263	ENSGALG00000007000	NR2F2	363	346	95.31680441	+	ENSGALP00000011318
PMZ_0027023	ENSGALG00000014648	CETN3	131	103	78.6259542	+	ENSGALP00000023563
PMZ_0008148	ENSGALG00000002969	MAU2	292	253	86.64383562	+	ENSGALP00000004687
PMZ_0000855	ENSGALG00000011747		100	68	68	+	ENSGALP00000019163
PMZ_0048827	ENSGALG00000041947		66	33	50	+	ENSGALP00000043562
PMZ_0044303	ENSGALG00000011266	PPM1K	264	197	74.62121212	+	ENSGALP00000018364
PMZ_0046911	ENSGALG00000009509	CALCR	195	177	90.76923077	+	ENSGALP00000015462
PMZ_0036199	ENSGALG00000029681		165	122	73.93939394	+	ENSGALP00000057100
PMZ_0033566	ENSGALG00000043367	LHFPL3	186	148	79.56989247	+	ENSGALP00000055226
PMZ_0048835	ENSGALG00000006574	CRYGS	50	34	68	+	ENSGALP00000032870
PMZ_0035526	ENSGALG00000004947	POLR3A	45	35	77.77777778	+	ENSGALP00000007915
PMZ_0035525	ENSGALG00000033447	H2AFV	106	106	100	+	ENSGALP00000044800
PMZ_0035925	ENSGALG00000005414	MSRB1	92	73	79.34782609	+	ENSGALP00000008680
PMZ_0047956	ENSGALG00000040426	CREG1	27	19	70.37037037	+	ENSGALP00000056965
PMZ_0036912	ENSGALG00000009514	NRCAM	38	23	60.52631579	+	ENSGALP00000015476
PMZ_0028751	ENSGALG00000009086	EHD3	586	510	87.03071672	+	ENSGALP00000014768
PMZ_0036115	ENSGALG00000031241		64	36	56.25	+	ENSGALP00000051540
PMZ_0045727	ENSGALG00000009572	ADAMTS20	414	342	82.60869565	+	ENSGALP00000015577
PMZ_0036344	ENSGALG00000004588	RPS14	50	49	98	+	ENSGALP00000007287
PMZ_0023999	ENSGALG00000016896	ABCC4	60	40	66.66666667	+	ENSGALP00000027258
PMZ_0014105	ENSGALG00000032057		240	167	69.58333333	+	ENSGALP00000048804
PMZ_0043505	ENSGALG00000012473	MMADHC	120	81	67.5	+	ENSGALP00000020355
PMZ_0032256	ENSGALG00000040167	RP11-26J3.4	59	42	71.18644068	+	ENSGALP00000044394
PMZ_0029702	ENSGALG00000016427	ADAM17	85	66	77.64705882	+	ENSGALP00000030970
PMZ_0043649	ENSGALG00000032468	SNX17	113	82	72.56637168	+	ENSGALP00000044327
PMZ_0043650	ENSGALG00000030378	RPL11	125	124	99.2	+	ENSGALP00000047166
PMZ_0043652	ENSGALG00000030280	PABPC1	603	547	90.71310116	+	ENSGALP00000045369
PMZ_0043653	ENSGALG00000016512	NRBP1	330	289	87.57575758	+	ENSGALP00000026590
PMZ_0029700	ENSGALG00000005901	PCMTD2	195	160	82.05128205	+	ENSGALP00000058163
PMZ_0029699	ENSGALG00000039882	SLC25A32	293	208	70.98976109	+	ENSGALP00000058542
PMZ_0032896	ENSGALG00000015916	SLC17A5	198	152	76.76767677	+	ENSGALP00000025604
PMZ_0043659	ENSGALG00000014920	USP14	318	259	81.44654088	+	ENSGALP00000024018
PMZ_0013901	ENSGALG00000015004	RIOK3	305	242	79.3442623	+	ENSGALP00000024151
PMZ_0043662	ENSGALG00000031440	PTPRU	98	77	78.57142857	+	ENSGALP00000047726
PMZ_0030036	ENSGALG00000037423	PTPRK	55	38	69.09090909	+	ENSGALP00000053789
PMZ_0043660	ENSGALG00000014935	GREB1L	196	160	81.63265306	+	ENSGALP00000048811
PMZ_0033004	ENSGALG00000039320		65	37	56.92307692	+	ENSGALP00000056439
PMZ_0043666	ENSGALG00000039001	FILIP1	54	44	81.48148148	+	ENSGALP00000051043
PMZ_0035127	ENSGALG00000015181	GAREM1	108	86	79.62962963	+	ENSGALP00000024451
PMZ_0013705	ENSGALG00000016535	RAB10	84	51	60.71428571	+	ENSGALP00000036002
PMZ_0036324	ENSGALG00000036969	KLHL14	404	324	80.1980198	+	ENSGALP00000055320
PMZ_0036609	ENSGALG00000036567	ARMC1	110	84	76.36363636	+	ENSGALP00000045725
PMZ_0038651	ENSGALG00000040249	BHLHE22	82	75	91.46341463	+	ENSGALP00000052487
PMZ_0038234	ENSGALG00000039774	YTHDF3	186	161	86.55913978	+	ENSGALP00000043825
PMZ_0021377	ENSGALG00000016309	KLHL31	573	390	68.06282723	+	ENSGALP00000026260
PMZ_0032065	ENSGALG00000016498	MFSD2B	42	30	71.42857143	+	ENSGALP00000026564
PMZ_0032385	ENSGALG00000029011	SLC35F1	110	84	76.36363636	+	ENSGALP00000052658
PMZ_0043678	ENSGALG00000008602	SLC39A12	50	31	62	+	ENSGALP00000013992
PMZ_0043679	ENSGALG00000041573	IMPAD1	167	127	76.04790419	+	ENSGALP00000044254
PMZ_0043680	ENSGALG00000007111	KCTD6	225	186	82.66666667	+	ENSGALP00000011504
PMZ_0043682	ENSGALG00000000466	LCK	288	203	70.48611111	+	ENSGALP00000000634
PMZ_0043683	ENSGALG00000016600	POMC	24	20	83.33333333	+	ENSGALP00000026742
PMZ_0043684	ENSGALG00000038408		101	66	65.34653465	+	ENSGALP00000051939
PMZ_0046390	ENSGALG00000009153	COPA	289	270	93.42560554	+	ENSGALP00000039965
PMZ_0017103	ENSGALG00000004363	MCM3AP	264	200	75.75757576	+	ENSGALP00000006946
PMZ_0043430	ENSGALG00000016431	Pax5B	159	141	88.67924528	+	ENSGALP00000026458
PMZ_0011155	ENSGALG00000006522	HCK	114	72	63.15789474	+	ENSGALP00000010524
PMZ_0048370	ENSGALG00000026239	MPV17	87	59	67.81609195	+	ENSGALP00000042472
PMZ_0043688	ENSGALG00000010375	SLC30A2	88	68	77.27272727	+	ENSGALP00000016884
PMZ_0016522	ENSGALG00000042005		439	388	88.38268793	+	ENSGALP00000045619
PMZ_0008974	ENSGALG00000002645		280	208	74.28571429	+	ENSGALP00000004162
PMZ_0043690	ENSGALG00000015416		57	45	78.94736842	+	ENSGALP00000024821
PMZ_0043693	ENSGALG00000042308	FZD3	149	99	66.44295302	+	ENSGALP00000043647
PMZ_0014860	ENSGALG00000030251	ADCY8	309	254	82.20064725	+	ENSGALP00000052025
PMZ_0043691	ENSGALG00000034610	ARFGEF1	390	351	90	+	ENSGALP00000048426
PMZ_0012846	ENSGALG00000043193	TAF2	887	703	79.25591883	+	ENSGALP00000057559
PMZ_0043695	ENSGALG00000036294	CAP1	131	106	80.91603053	+	ENSGALP00000058602
PMZ_0043696	ENSGALG00000012712	RBM24	63	55	87.3015873	+	ENSGALP00000020723
PMZ_0033427	ENSGALG00000032997	EMILIN2	29	21	72.4137931	+	ENSGALP00000047596
PMZ_0043698	ENSGALG00000014836	Lpin2	135	97	71.85185185	+	ENSGALP00000056813
PMZ_0043700	ENSGALG00000007653	RAE1	328	283	86.2804878	+	ENSGALP00000012383
PMZ_0043703	ENSGALG00000040097		111	97	87.38738739	+	ENSGALP00000047483
PMZ_0043704	ENSGALG00000035417	TCEB1	111	108	97.2972973	+	ENSGALP00000055188
PMZ_0043705	ENSGALG00000041863	MRPL13	81	67	82.71604938	+	ENSGALP00000047035
PMZ_0043708	ENSGALG00000013604	VIP	29	20	68.96551724	+	ENSGALP00000022092
PMZ_0043709	ENSGALG00000012612	FBP2	46	39	84.7826087	+	ENSGALP00000020562
PMZ_0034485	ENSGALG00000028225	SLC17A9	84	53	63.0952381	+	ENSGALP00000041657
PMZ_0043711	ENSGALG00000030112	ASPH	76	50	65.78947368	+	ENSGALP00000044812
PMZ_0043715	ENSGALG00000005402	DYNLRB2	96	88	91.66666667	+	ENSGALP00000046426
PMZ_0009411	ENSGALG00000016479		20	17	85	+	ENSGALP00000026537
PMZ_0009409	ENSGALG00000043185	MATN1	167	113	67.66467066	+	ENSGALP00000057052
PMZ_0027596	ENSGALG00000032042	POP1	164	117	71.34146341	+	ENSGALP00000055870
PMZ_0027050	ENSGALG00000038022	COL22A1	409	302	73.83863081	+	ENSGALP00000058114
PMZ_0010529	ENSGALG00000003523	IFT52	64	39	60.9375	+	ENSGALP00000005566
PMZ_0007913	ENSGALG00000012739		90	74	82.22222222	+	ENSGALP00000020761
PMZ_0016546	ENSGALG00000034661	Id1	50	43	86	+	ENSGALP00000052143
PMZ_0027360	ENSGALG00000012720	NUP153	24	19	79.16666667	+	ENSGALP00000057748
PMZ_0026832	ENSGALG00000031390	STAU2	266	202	75.93984962	+	ENSGALP00000049789
PMZ_0043725	ENSGALG00000034424	PPP1R42	120	79	65.83333333	+	ENSGALP00000056303
PMZ_0026835	ENSGALG00000029369	PREB	156	117	75	+	ENSGALP00000044003
PMZ_0026834	ENSGALG00000037618	ASAP1	102	87	85.29411765	+	ENSGALP00000049537
PMZ_0043727	ENSGALG00000006594	POFUT1	318	255	80.18867925	+	ENSGALP00000010631
PMZ_0009134	ENSGALG00000012681	MBOAT1	173	121	69.94219653	+	ENSGALP00000020661
PMZ_0018800	ENSGALG00000015274	TCEA1	36	33	91.66666667	+	ENSGALP00000024609
PMZ_0007640	ENSGALG00000013616	OPRM1	240	197	82.08333333	+	ENSGALP00000022114
PMZ_0043729	ENSGALG00000043033	EYA1	193	179	92.74611399	+	ENSGALP00000046866
PMZ_0027028	ENSGALG00000043033	EYA1	85	62	72.94117647	+	ENSGALP00000043751
PMZ_0003668	ENSGALG00000038340	ZBTB14	131	89	67.9389313	+	ENSGALP00000043813
PMZ_0003905	ENSGALG00000021658	PAFAH2	63	41	65.07936508	+	ENSGALP00000034470
PMZ_0031306	ENSGALG00000016719	TNFRSF21	64	49	76.5625	+	ENSGALP00000055782
PMZ_0016815	ENSGALG00000039690	STMN2	174	138	79.31034483	+	ENSGALP00000055841
PMZ_0003546	ENSGALG00000032937	DLGAP2	62	49	79.03225806	+	ENSGALP00000044085
PMZ_0003528	ENSGALG00000001996	DNALI1	181	155	85.63535912	+	ENSGALP00000003101
PMZ_0043732	ENSGALG00000041936		102	66	64.70588235	+	ENSGALP00000044799
PMZ_0043733	ENSGALG00000001003	SEPN1	224	161	71.875	+	ENSGALP00000001479
PMZ_0043734	ENSGALG00000042638		54	39	72.22222222	+	ENSGALP00000050084
PMZ_0030952	ENSGALG00000024081	TGIF2	67	50	74.62686567	+	ENSGALP00000030301
PMZ_0043730	ENSGALG00000042607	RSPO3	53	35	66.03773585	+	ENSGALP00000048902
PMZ_0043738	ENSGALG00000012784	TXNDC5	383	277	72.32375979	+	ENSGALP00000020830
PMZ_0043740	ENSGALG00000019842	TFAP2D	237	214	90.29535865	+	ENSGALP00000030899
PMZ_0028349	ENSGALG00000039885		174	122	70.11494253	+	ENSGALP00000046526
PMZ_0043745	ENSGALG00000006467	XKR7	59	37	62.71186441	+	ENSGALP00000010428
PMZ_0049000	ENSGALG00000037823		52	30	57.69230769	+	ENSGALP00000043612
PMZ_0047479	ENSGALG00000032098	ARTN	36	24	66.66666667	+	ENSGALP00000057848
PMZ_0037316	ENSGALG00000044527		42	29	69.04761905	+	ENSGALP00000063813
PMZ_0038679	ENSGALG00000029202	EVI5L	151	123	81.45695364	+	ENSGALP00000043812
PMZ_0030848	ENSGALG00000009034		40	35	87.5	+	ENSGALP00000014686
PMZ_0015556	ENSGALG00000008536	KLHDC3	239	186	77.82426778	+	ENSGALP00000013895
PMZ_0022632	ENSGALG00000008525	ABHD12	73	50	68.49315068	+	ENSGALP00000013877
PMZ_0030852	ENSGALG00000011368	ZNF839	50	38	76	+	ENSGALP00000018521
PMZ_0022674	ENSGALG00000012426	DDHD1	288	244	84.72222222	+	ENSGALP00000020284
PMZ_0045974	ENSGALG00000029022	NPAS3	145	113	77.93103448	+	ENSGALP00000043219
PMZ_0045975	ENSGALG00000009149	FKBP7	33	22	66.66666667	+	ENSGALP00000014878
PMZ_0027732	ENSGALG00000010609	NDUFAF7	121	87	71.90082645	+	ENSGALP00000017240
PMZ_0001491	ENSGALG00000008429	CRNKL1	537	447	83.24022346	+	ENSGALP00000013717
PMZ_0049025	ENSGALG00000008350	GZF1	90	58	64.44444444	+	ENSGALP00000013577
PMZ_0045977	ENSGALG00000034747	NAPA	237	212	89.45147679	+	ENSGALP00000044248
PMZ_0001482	ENSGALG00000035641		194	146	75.25773196	+	ENSGALP00000043784
PMZ_0026308	ENSGALG00000012546	MCM5	641	530	82.68330733	+	ENSGALP00000020463
PMZ_0045982	ENSGALG00000026250		58	35	60.34482759	+	ENSGALP00000042157
PMZ_0003910	ENSGALG00000010653	SMYD3	55	36	65.45454545	+	ENSGALP00000031243
PMZ_0029647	ENSGALG00000020067	VASH2	83	60	72.28915663	+	ENSGALP00000031298
PMZ_0045985	ENSGALG00000009802	ANGEL2	185	148	80	+	ENSGALP00000052238
PMZ_0010874	ENSGALG00000009690	CENPF	94	68	72.34042553	+	ENSGALP00000015880
PMZ_0032872	ENSGALG00000010598	KCNK10	285	213	74.73684211	+	ENSGALP00000017228
PMZ_0045990	ENSGALG00000015978	PANK2	376	307	81.64893617	+	ENSGALP00000061926
PMZ_0045991	ENSGALG00000006421	SLC16A12	140	103	73.57142857	+	ENSGALP00000010348
PMZ_0018727	ENSGALG00000031684	RCC2	195	144	73.84615385	+	ENSGALP00000045843
PMZ_0002331	ENSGALG00000002649	UBE4B	553	419	75.76853526	+	ENSGALP00000004166
PMZ_0026111	ENSGALG00000005357	COPB2	686	634	92.41982507	+	ENSGALP00000008578
PMZ_0002336	ENSGALG00000005521	PER2	159	125	78.6163522	+	ENSGALP00000008844
PMZ_0032725	ENSGALG00000006272	ECE2	568	444	78.16901408	+	ENSGALP00000010123
PMZ_0030201	ENSGALG00000006221	KIF1A	935	801	85.6684492	+	ENSGALP00000010031
PMZ_0030200	ENSGALG00000002726	KIF1B	259	229	88.41698842	+	ENSGALP00000054122
PMZ_0002342	ENSGALG00000002797	PGD	333	294	88.28828829	+	ENSGALP00000004417
